reservation_id,price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_center_distance,metro_distance,city_name
1204,632.739212,Entire home/apt,FALSE,4,10,97,1,0.301200528,0.262449096,lisbon
1205,85.36585366,Private room,FALSE,2,8,85,1,2.525224479,0.48066133,lisbon
1206,158.5365854,Private room,FALSE,2,10,97,1,2.318463053,0.187931997,lisbon
1207,239.4465291,Private room,FALSE,3,10,86,1,2.358662522,0.088791132,lisbon
1208,152.4390244,Private room,FALSE,2,8,86,1,1.972493351,0.367917468,lisbon
1209,216.4634146,Entire home/apt,FALSE,4,10,100,1,3.156043194,0.405423637,lisbon
1210,106.2382739,Private room,FALSE,3,9,92,1,2.246181678,0.192310869,lisbon
1211,129.4559099,Private room,FALSE,2,6,80,1,2.465923639,0.499737506,lisbon
1212,319.1838649,Entire home/apt,FALSE,4,9,91,1,0.286219174,0.311719534,lisbon
1213,85.36585366,Private room,FALSE,2,9,83,1,6.340289093,0.438886731,lisbon
1214,331.84803,Entire home/apt,FALSE,6,10,95,4,3.266498191,0.163483123,lisbon
1215,320.3564728,Entire home/apt,FALSE,2,8,100,1,1.040960801,0.618761553,lisbon
1216,195.3564728,Entire home/apt,FALSE,3,10,97,2,1.786880938,0.238361255,lisbon
1217,285.6472795,Entire home/apt,FALSE,2,10,99,1,0.452354795,0.123034419,lisbon
1218,153.8461538,Private room,FALSE,2,10,96,1,0.462142683,0.353202535,lisbon
1219,100.6097561,Private room,FALSE,2,10,98,1,2.322898197,0.597943505,lisbon
1220,398.9212008,Entire home/apt,FALSE,6,9,83,3,1.870612576,0.316163956,lisbon
1221,245.3095685,Entire home/apt,FALSE,4,10,88,2,2.941781271,0.499249467,lisbon
1222,283.3020638,Entire home/apt,FALSE,6,10,98,2,3.713938356,1.755157902,lisbon
1223,131.8011257,Private room,FALSE,3,9,90,1,2.17099673,0.352383287,lisbon
1224,106.2382739,Private room,FALSE,2,10,100,1,2.17100631,0.352390079,lisbon
1225,412.9924953,Entire home/apt,FALSE,5,10,98,2,1.280621524,0.665927144,lisbon
1226,93.57410882,Private room,FALSE,2,9,90,1,1.884884023,0.541906022,lisbon
1227,204.7373358,Private room,FALSE,2,10,100,1,2.514592561,0.309228067,lisbon
1228,277.4390244,Entire home/apt,FALSE,5,9,88,1,6.069633443,0.606228172,lisbon
